Modelo-Tipo;Período comercial;cilindrada;cilindros;combustible;potencia Kwh;CVF;potencia CV;precio medio 2020
A3 Sportback 1.2 TFSI S line edition S-tronic;2012-2016;1197;4;G;77;9,79;105;23300
A3 Sportback 1.2 TFSI Adrenalin 110;2012-2016;1197;4;G;81;9,79;110;19100
A3 Sportback 1.2 TFSI Adrenalin S-tronic 110;2012-2016;1197;4;G;81;9,79;110;20700
A3 Sportback 1.2 TFSI Advanced 110;2012-2016;1197;4;G;81;9,79;110;19400
A3 Sportback 1.2 TFSI Advanced S-tronic 110;2012-2016;1197;4;G;81;9,79;110;21100
A3 Sportback 1.2 TFSI Ambiente/Ambition 110;2012-2016;1197;4;G;81;9,79;110;20700
A3 Sportback 1.2 TFSI Ambiente/Ambition S-tronic 110;2012-2016;1197;4;G;81;9,79;110;22400
A3 Sportback 1.2 TFSI Attracted 110;2012-2016;1197;4;G;81;9,79;110;18100
A3 Sportback 1.2 TFSI Attracted S-tronic 110;2012-2016;1197;4;G;81;9,79;110;19700
A3 Sportback 1.2 TFSI Attraction 110;2012-2016;1197;4;G;81;9,79;110;18800
A3 Sportback 1.2 TFSI Attraction S-tronic 110;2012-2016;1197;4;G;81;9,79;110;20500
A3 Sportback 1.2 TFSI S line edition 110;2012-2016;1197;4;G;81;9,79;110;21900
A3 Sportback 1.2 TFSI S line edition S-tronic 110;2012-2016;1197;4;G;81;9,79;110;23600
A3 Sportback 1.4 TFSI limited Ed.;2004-2008;1390;4;G;92;10,71;125;17500
A3 Sportback 1.4 TFSI Ambiente;2008-2010;1390;4;G;92;10,71;125;20200
A3 Sportback 1.4 TFSI Ambien. S-T;2008-2010;1390;4;G;92;10,71;125;22000
A3 Sportback 1.4 TFSI Ambition;2008-2010;1390;4;G;92;10,71;125;20400
A3 Sportback 1.4 TFSI Ambit. S-T;2008-2010;1390;4;G;92;10,71;125;22000
A3 Sportback 1.4 TFSI Attraction;2008-2010;1390;4;G;92;10,71;125;18300
A3 Sportback 1.4 TFSI Attrac. S-T;2008-2010;1390;4;G;92;10,71;125;20000
A3 Sportback 1.4 TFSI Ambiente;2010-2012;1390;4;G;92;10,71;125;21200
A3 Sportback 1.4 TFSI Ambiente S-T;2010-2012;1390;4;G;92;10,71;125;22900
A3 Sportback 1.4 TFSI Ambition;2010-2012;1390;4;G;92;10,71;125;21400
A3 Sportback 1.4 TFSI Ambition S-T;2010-2012;1390;4;G;92;10,71;125;23100
A3 Sportback 1.4 TFSI Attraction;2010-2012;1390;4;G;92;10,71;125;19400
A3 Sportback 1.4 TFSI Attraction S-T;2010-2012;1390;4;G;92;10,71;125;21000
A3 Sportback 1.4 TFSI Genuine Edition;2010-2012;1390;4;G;92;10,71;125;17400
A3 Sportback 1.4 TFSI Genuine Edition S-T;2010-2012;1390;4;G;92;10,71;125;19500
A3 Sportback 1.4 TFSI S Line Edition;2010-2012;1390;4;G;92;10,71;125;20200
A3 Sportback 1.4 TFSI S Line Edition S-T;2010-2012;1390;4;G;92;10,71;125;22200
A3 Sportback 1.4 TFSI Adrenalin;2012-2016;1395;4;G;90;10,73;122;19600
A3 Sportback 1.4 TFSI Adrenalin S-T;2012-2016;1395;4;G;90;10,73;122;21200
A3 Sportback 1.4 TFSI Ambition/Ambiente;2012-2016;1395;4;G;90;10,73;122;21600
A3 Sportback 1.4 TFSI Ambition/Ambiente EEL;2012-2016;1395;4;G;90;10,73;122;20900
A3 Sportback 1.4 TFSI Ambition/Ambiente EEL S-T;2012-2016;1395;4;G;90;10,73;122;22500
A3 Sportback 1.4 TFSI Ambition/Ambiente S-T;2012-2016;1395;4;G;90;10,73;122;23300
A3 Sportback 1.4 TFSI Attracted;2012-2016;1395;4;G;90;10,73;122;18600
A3 Sportback 1.4 TFSI Attracted S-T;2012-2016;1395;4;G;90;10,73;122;20200
A3 Sportback 1.4 TFSI Attraction (CO2 120);2012-2016;1395;4;G;90;10,73;122;19700
A3 Sportback 1.4 TFSI Attraction EEL;2012-2016;1395;4;G;90;10,73;122;19400
A3 Sportback 1.4 TFSI Attraction EEL S-T;2012-2016;1395;4;G;90;10,73;122;21000
A3 Sportback 1.4 TFSI Attraction S-T (CO2 116);2012-2016;1395;4;G;90;10,73;122;21400
A3 Sportback 1.4 TFSI S line edition;2012-2016;1395;4;G;90;10,73;122;22400
A3 Sportback 1.4 TFSI S line edition S-T;2012-2016;1395;4;G;90;10,73;122;24100
A3 Sportback 1.4 TFSI Adrenalin 125;2012-2016;1395;4;G;92;10,73;125;19800
A3 Sportback 1.4 TFSI Adrenalin S-T 125;2012-2016;1395;4;G;92;10,73;125;21500
A3 Sportback 1.4 TFSI Advanced 125;2012-2016;1395;4;G;92;10,73;125;20100
A3 Sportback 1.4 TFSI Advanced 125 (4.75);2012-2016;1395;4;G;92;10,73;125;20400
A3 Sportback 1.4 TFSI Advanced S-T 125;2012-2016;1395;4;G;92;10,73;125;21900
A3 Sportback 1.4 TFSI Ambiente/Ambition 125;2012-2016;1395;4;G;92;10,73;125;21500
A3 Sportback 1.4 TFSI Ambiente/Ambition S-T 125;2012-2016;1395;4;G;92;10,73;125;23100
A3 Sportback 1.4 TFSI Attracted 125;2012-2016;1395;4;G;92;10,73;125;18800
A3 Sportback 1.4 TFSI Attracted 125 (4.75);2012-2016;1395;4;G;92;10,73;125;20700
A3 Sportback 1.4 TFSI Attracted S-T 125;2012-2016;1395;4;G;92;10,73;125;20500
A3 Sportback 1.4 TFSI Attraction 125;2012-2016;1395;4;G;92;10,73;125;19500
A3 Sportback 1.4 TFSI Attraction 125 (4.75);2012-2016;1395;4;G;92;10,73;125;21600
A3 Sportback 1.4 TFSI Attraction S-T 125;2012-2016;1395;4;G;92;10,73;125;21200
A3 Sportback 1.4 TFSI S line edition 125;2012-2016;1395;4;G;92;10,73;125;22600
A3 Sportback 1.4 TFSI S line edition 125 (4.75);2012-2016;1395;4;G;92;10,73;125;21100
A3 Sportback 1.4 TFSI S line edition S-T 125;2012-2016;1395;4;G;92;10,73;125;24300
A3 Sportback 1.4 TFSI COD Adrenalin 140;2012-2016;1395;4;G;103;10,73;140;21300
A3 Sportback 1.4 TFSI COD Adrenalin S-T 140;2012-2016;1395;4;G;103;10,73;140;23000
A3 Sportback 1.4 TFSI COD Ambiente/Ambition 140;2012-2016;1395;4;G;103;10,73;140;22600
A3 Sportback 1.4 TFSI COD Ambiente/Ambition S-T 140;2012-2016;1395;4;G;103;10,73;140;24300
A3 Sportback 1.4 TFSI COD Attracted 140;2012-2016;1395;4;G;103;10,73;140;20300
A3 Sportback 1.4 TFSI COD Attracted S-T 140;2012-2016;1395;4;G;103;10,73;140;22000
A3 Sportback 1.4 TFSI COD Attraction 140;2012-2016;1395;4;G;103;10,73;140;20700
A3 Sportback 1.4 TFSI COD Attraction S-T 140;2012-2016;1395;4;G;103;10,73;140;22400
A3 Sportback 1.4 TFSI COD S line edition 140;2012-2016;1395;4;G;103;10,73;140;24100
A3 Sportback 1.4 TFSI COD S line edition S-T 140;2012-2016;1395;4;G;103;10,73;140;25800
A3 Sportback 1.4 TFSI COD ultra Adrenalin 150;2012-2016;1395;4;G;110;10,73;150;21500
A3 Sportback 1.4 TFSI COD ultra Adrenalin S-T 150;2012-2016;1395;4;G;110;10,73;150;23200
A3 Sportback 1.4 TFSI COD ultra Advanced 150;2012-2016;1395;4;G;110;10,73;150;22000
A3 Sportback 1.4 TFSI COD ultra Advanced S-T 150;2012-2016;1395;4;G;110;10,73;150;23700
A3 Sportback 1.4 TFSI COD ultra Ambiente/Ambition 150;2012-2016;1395;4;G;110;10,73;150;23200
A3 Sportback 1.4 TFSI COD ultra Ambiente/Ambition S-T 150;2012-2016;1395;4;G;110;10,73;150;24900
A3 Sportback 1.4 TFSI COD ultra Attracted 150;2012-2016;1395;4;G;110;10,73;150;20500
A3 Sportback 1.4 TFSI COD ultra Attracted S-T 150;2012-2016;1395;4;G;110;10,73;150;22200
A3 Sportback 1.4 TFSI COD ultra Attraction 150;2012-2016;1395;4;G;110;10,73;150;21300
A3 Sportback 1.4 TFSI COD ultra Attraction S-T 150;2012-2016;1395;4;G;110;10,73;150;22900
A3 Sportback 1.4 TFSI COD ultra S line edition 150;2012-2016;1395;4;G;110;10,73;150;24400
A3 Sportback 1.4 TFSI COD ultra S line edition S-T 150;2012-2016;1395;4;G;110;10,73;150;26000
A3 Sportback 1.4 TFSI COD ultra 150;2016-;1395;4;G;110;10,73;150;22400
A3 Sportback 1.4 TFSI COD ultra Black Line Edition 150;2016-;1395;4;G;110;10,73;150;26300
A3 Sportback 1.4 TFSI COD ultra Black Line Edition Aut. 150;2016-;1395;4;G;110;10,73;150;28300
A3 Sportback 1.4 TFSI COD ultra Design Edition/S-tronic/Sport Edition 150;2016-;1395;4;G;110;10,73;150;24100
A3 Sportback 1.4 TFSI COD ultra Design Edition S-tronic 150;2016-;1395;4;G;110;10,73;150;26000
A3 Sportback 1.4 TFSI COD ultra S Line Edition 150;2016-;1395;4;G;110;10,73;150;25600
A3 Sportback 1.4 TFSI COD ultra S Line Edition S-tronic 150;2016-;1395;4;G;110;10,73;150;27500
A3 Sportback 1.4 TFSI COD ultra Sport Edition S-tronic 150;2016-;1395;4;G;110;10,73;150;26100
A3 Sportback 1.4 TFSI COD ultra Advanced 150 (112 CO2);2016-;1395;4;G;110;10,73;150;22800
A3 Sportback 1.5 TFSI CoD EVO;2017-;1498;4;G;110;11,2;150;22800
A3 Sportback 1.5 TFSI CoD EVO Aut.;2017-;1498;4;G;110;11,2;150;24500
A3 Sportback 1.5 TFSI COD EVO S Line Edition 150;2016-;1498;4;G;110;11,2;150;26000
A3 Sportback 1.5 TFSI COD EVO S Line Edition S Tonic 150;2016-;1498;4;G;110;11,2;150;28100
A3 Sportback 1.6 TDI Attraction;2008-2010;1598;4;D;77;11,64;105;20000
A3 Sportback 1.6 TDI Ambiente S-T;2008-2010;1598;4;D;77;11,64;105;23700
A3 Sportback 1.6 TDI Ambition S-T;2008-2010;1598;4;D;77;11,64;105;23900
A3 Sportback 1.6 TDI Attraction S-T;2008-2010;1598;4;D;77;11,64;105;21800
A3 Sportback 1.6 TDI Ambiente;2010-2012;1598;4;D;77;11,64;105;22400
A3 Sportback 1.6 TDI Ambiente S-T;2010-2012;1598;4;D;77;11,64;105;24100
A3 Sportback 1.6 TDI Ambition;2010-2012;1598;4;D;77;11,64;105;22500
A3 Sportback 1.6 TDI Ambition S-T;2010-2012;1598;4;D;77;11,64;105;24300
A3 Sportback 1.6 TDI Attraction;2010-2012;1598;4;D;77;11,64;105;20500
A3 Sportback 1.6 TDI Attraction S-T;2010-2012;1598;4;D;77;11,64;105;22200
A3 Sportback 1.6 TDIe Attraction;2010-2012;1598;4;D;77;11,64;105;20500
A3 Sportback 1.6 TDI Genuine Edition;2010-2012;1598;4;D;77;11,64;105;18400
A3 Sportback 1.6 TDI Genuine Edition S-T;2010-2012;1598;4;D;77;11,64;105;22700
A3 Sportback 1.6 TDI Adrenalin;2012-2016;1598;4;D;77;11,64;105;21200
A3 Sportback 1.6 TDI Adrenalin S-T;2012-2016;1598;4;D;77;11,64;105;22900
A3 Sportback 1.6 TDI Ambition/Ambiente;2012-2016;1598;4;D;77;11,64;105;22600
A3 Sportback 1.6 TDI Ambiente/Ambition EEL;2012-2016;1598;4;D;77-108;11,64;105;22600
A3 Sportback 1.6 TDI Ambiente/Ambition EEL S-T;2012-2016;1598;4;D;77-109;11,64;105;24300
A3 Sportback 1.6 TDI Ambiente/Ambition S-T;2012-2016;1598;4;D;77-109;11,64;105;24300
A3 Sportback 1.6 TDI Attracted;2012-2016;1598;4;D;77;11,64;105;20100
A3 Sportback 1.6 TDI Attracted S-T;2012-2016;1598;4;D;77;11,64;105;21900
A3 Sportback 1.6 TDI Attraction (CO2 99);2012-2016;1598;4;D;77;11,64;105;20600
A3 Sportback 1.6 TDI Attraction EEL;2012-2016;1598;4;D;77-108;11,64;105;21000
A3 Sportback 1.6 TDI Attraction EEL S-T;2012-2016;1598;4;D;77-109;11,64;105;22700
A3 Sportback 1.6 TDI Attraction S-T;2012-2016;1598;4;D;77-109;11,64;105;22300
A3 Sportback 1.6 TDI S line edition;2012-2016;1598;4;D;77;11,64;105;24200
A3 Sportback 1.6 TDI S line edition S-T;2012-2016;1598;4;D;77;11,64;105;25900
A3 Sportback 1.6 TDI CD Adrenalin;2012-2016;1598;4;D;81;11,64;110;21400
A3 Sportback 1.6 TDI CD Adrenalin S-T;2012-2016;1598;4;D;81;11,64;110;23200
A3 Sportback 1.6 TDI CD Advanced;2012-2016;1598;4;D;81;11,64;110;21800
A3 Sportback 1.6 TDI CD Advanced S-T;2012-2016;1598;4;D;81;11,64;110;23700
A3 Sportback 1.6 TDI CD Ambiente/Ambition;2012-2016;1598;4;D;81;11,64;110;23200
A3 Sportback 1.6 TDI CD Ambiente/Ambition S-T;2012-2016;1598;4;D;81;11,64;110;24900
A3 Sportback 1.6 TDI CD Attracted;2012-2016;1598;4;D;81;11,64;110;20400
A3 Sportback 1.6 TDI CD Attracted S-T;2012-2016;1598;4;D;81;11,64;110;22100
A3 Sportback 1.6 TDI CD Attraction;2012-2016;1598;4;D;81;11,64;110;21200
A3 Sportback 1.6 TDI CD Attraction S-T;2012-2016;1598;4;D;81;11,64;110;22900
A3 Sportback 1.6 TDI CD S line edition;2012-2016;1598;4;D;81;11,64;110;24400
A3 Sportback 1.6 TDI CD S line edition S-T;2012-2016;1598;4;D;81;11,64;110;26200
A3 Sportback 1.6 TDI ultra Adrenalin;2012-2016;1598;4;D;81;11,64;110;21300
A3 Sportback 1.6 TDI ultra Attracted;2012-2016;1598;4;D;81;11,64;110;20100
A3 Sportback 1.6 TDI ultra Attraction;2012-2016;1598;4;D;81;11,64;110;20900
A3 Sportback 1.6 TDI 110;2016-;1598;4;D;81;11,64;110;22200
A3 Sportback 1.6 TDI Design Edition/Sport Edition 110;2016-;1598;4;D;81;11,64;110;24000
A3 Sportback 1.6 TDI Design Edition S-tronic 110;2016-;1598;4;D;81;11,64;110;25900
A3 Sportback 1.6 TDI S Line Edition 110;2016-;1598;4;D;81;11,64;110;25500
A3 Sportback 1.6 TDI S Line Edition S-tronic 110;2016-;1598;4;D;81;11,64;110;27500
A3 Sportback 1.6 TDI S-tronic 110;2016-;1598;4;D;81;11,64;110;24100
A3 Sportback 1.6 TDI Sport Edition S-tronic 110;2016-;1598;4;D;81;11,64;110;26000
A3 Sportback 1.6 TDI 116;2016-;1598;4;D;85;11,64;116;22500
A3 Sportback 1.6 TFSI Design Edition/Sport Edition 116;2016-;1598;4;D;85;11,64;116;24300
A3 Sportback 1.6 TFSI Design Edition/Sport Edition S-tronic 116;2016-;1598;4;D;85;11,64;116;26200
A3 Sportback 1.6 TFSI S line Edition 116;2016-;1598;4;D;85;11,64;116;25800
A3 Sportback 1.6 TFSI S line Edition S-tronic 116;2016-;1598;4;D;85;11,64;116;27700
A3 Sportback 1.6 TFSI S-tronic 116;2016-;1598;4;D;85;11,64;116;24400
A3 Sportback 1.8 TFSI Ambition S-T/Ambiente S-T;2004-2008;1798;4;G;118;12,5;161;23600
A3 Sportback 1.8 TFSI Attraction;2004-2008;1798;4;G;118;12,5;161;20600
A3 Sportback 1.8 TFSI Attraction S-T/Ambition/Ambiente;2004-2008;1798;4;G;118;12,5;161;22000
A3 Sportback 1.8 TFSI limited Ed.;2004-2008;1798;4;G;118;12,5;161;19900
A3 Sportback 1.8 TFSI limited Ed. S-T;2004-2008;1798;4;G;118;12,5;161;21600
A3 Sportback 1.8 TFSI Ambiente;2008-2010;1798;4;G;118;12,5;161;21800
A3 Sportback 1.8 TFSI Ambiente Q.;2008-2010;1798;4;G;118;12,5;161;24400
A3 Sportback 1.8 TFSI Ambiente S-T (2008);2008-2010;1798;4;G;118;12,5;161;23600
A3 Sportback 1.8 TFSI Ambition;2008-2010;1798;4;G;118;12,5;161;21900
A3 Sportback 1.8 TFSI Ambition Q.;2008-2010;1798;4;G;118;12,5;161;24500
A3 Sportback 1.8 TFSI Ambition S-T (2008);2008-2010;1798;4;G;118;12,5;161;23600
A3 Sportback 1.8 TFSI Attraction;2008-2010;1798;4;G;118;12,5;161;19900
A3 Sportback 1.8 TFSI Attraction Q.;2008-2010;1798;4;G;118;12,5;161;22500
A3 Sportback 1.8 TFSI Attraction S-T;2008-2010;1798;4;G;118;12,5;161;21600
A3 Sportback 1.8 TFSI Ambiente;2010-2012;1798;4;G;118;12,5;160;22900
A3 Sportback 1.8 TFSI Ambiente Quattro;2010-2012;1798;4;G;118;12,5;160;25600
A3 Sportback 1.8 TFSI Ambiente S-T;2010-2012;1798;4;G;118;12,5;160;24600
A3 Sportback 1.8 TFSI Ambition;2010-2012;1798;4;G;118;12,5;160;23000
A3 Sportback 1.8 TFSI Ambition Quattro;2010-2012;1798;4;G;118;12,5;160;25700
A3 Sportback 1.8 TFSI Ambition S-T;2010-2012;1798;4;G;118;12,5;160;24700
A3 Sportback 1.8 TFSI Attraction;2010-2012;1798;4;G;118;12,5;160;21000
A3 Sportback 1.8 TFSI Attraction Quattro;2010-2012;1798;4;G;118;12,5;160;23600
A3 Sportback 1.8 TFSI Attraction S-T;2010-2012;1798;4;G;118;12,5;160;22700
A3 Sportback 1.8 TFSI S Line Edition;2010-2012;1798;4;G;118;12,5;160;21400
A3 Sportback 1.8 TFSI S Line Edition Quattro;2010-2012;1798;4;G;118;12,5;160;24500
A3 Sportback 1.8 TFSI S Line Edition S-T;2010-2012;1798;4;G;118;12,5;160;23500
A3 Sportback 1.8 TFSI Advanced;2012-2016;1798;4;G;132;12,5;180;23800
A3 Sportback 1.8 TFSI Advanced S-T;2012-2016;1798;4;G;132;12,5;180;25700
A3 Sportback 1.8 TFSI Advanced Quattro S-T;2012-2016;1798;4;G;132;12,5;180;27500
A3 Sportback 1.8 TFSI Ambition/Ambiente;2012-2016;1798;4;G;132;12,5;180;24400
A3 Sportback 1.8 TFSI Ambition/Ambiente Quattro S-T;2012-2016;1798;4;G;132;12,5;180;27900
A3 Sportback 1.8 TFSI Ambition/Ambiente S-T;2012-2016;1798;4;G;132;12,5;180;26100
A3 Sportback 1.8 TFSI Attraction (CO2 137);2012-2016;1798;4;G;132;12,5;180;22400
A3 Sportback 1.8 TFSI Attraction Quattro S-T;2012-2016;1798;4;G;132;12,5;180;25900
A3 Sportback 1.8 TFSI Attraction S-T (CO2 130);2012-2016;1798;4;G;132;12,5;180;24100
A3 Sportback 1.8 TFSI S line edition;2012-2016;1798;4;G;132;12,5;180;26000
A3 Sportback 1.8 TFSI S line edition S-T;2012-2016;1798;4;G;132;12,5;180;27700
A3 Sportback 1.8 TFSI S line edition Quattro S-T;2012-2016;1798;4;G;132;12,5;180;29500
A3 Sportback 1.9 TDI Ambition/Ambiente;2004-2008;1896;4;D;77;12,9;105;20500
A3 Sportback 1.9 TDI Ambition/Ambiente DPF;2004-2008;1896;4;D;77;12,9;105;21800
A3 Sportback 1.9 TDI Ambition/Ambiente DPF S-T;2004-2008;1896;4;D;77;12,9;105;23500
A3 Sportback 1.9 TDI Attraction;2004-2008;1896;4;D;77;12,9;105;19200
A3 Sportback 1.9 TDI Attraction DPF;2004-2008;1896;4;D;77;12,9;105;20400
A3 Sportback 1.9 TDI Attraction DPF S-T;2004-2008;1896;4;D;77;12,9;105;22100
A3 Sportback 1.9 TDI limited Ed.;2004-2008;1896;4;D;77;12,9;105;19200
A3 Sportback 1.9 TDI limited Ed. DPF;2004-2008;1896;4;D;77;12,9;105;19700
A3 Sportback 1.9 TDI limited Ed. DPF S-T;2004-2008;1896;4;D;77;12,9;105;21300
A3 Sportback 1.9 TDIe DPF (2004);2004-2008;1896;4;D;77;12,9;105;23500
A3 Sportback 1.9 TDIe limited Ed. DPF;2004-2008;1896;4;D;77;12,9;105;20000
A3 Sportback 1.9 TDI;2008-2010;1896;4;D;77;12,9;105;19800
A3 Sportback 1.9 TDI Ambiente;2008-2010;1896;4;D;77;12,9;105;22000
A3 Sportback 1.9 TDI Ambiente DPF;2008-2010;1896;4;D;77;12,9;105;22500
A3 Sportback 1.9 TDI Ambiente DPF S-T;2008-2010;1896;4;D;77;12,9;105;24300
A3 Sportback 1.9 TDI Ambition;2008-2010;1896;4;D;77;12,9;105;22100
A3 Sportback 1.9 TDI Ambition DPF;2008-2010;1896;4;D;77;12,9;105;22600
A3 Sportback 1.9 TDI Ambition DPF S-T;2008-2010;1896;4;D;77;12,9;105;24300
A3 Sportback 1.9 TDI Attraction;2008-2010;1896;4;D;77;12,9;105;20100
A3 Sportback 1.9 TDI Attraction DPF;2008-2010;1896;4;D;77;12,9;105;20600
A3 Sportback 1.9 TDI Attraction DPF S-T;2008-2010;1896;4;D;77;12,9;105;22300
A3 Sportback 1.9 TDI Attraction SE;2008-2010;1896;4;D;77;12,9;105;19800
A3 Sportback 1.9 TDIe Ambiente DPF;2008-2010;1896;4;D;77;12,9;105;21800
A3 Sportback 1.9 TDIe Ambition DPF;2008-2010;1896;4;D;77;12,9;105;21900
A3 Sportback 1.9 TDIe Attraction DPF;2008-2010;1896;4;D;77;12,9;105;20000
A3 Sportback 1.9 TDIe DPF;2008-2010;1896;4;D;77;12,9;105;19800
A3 Sportback 2.0 TDI Ambit/Ambie/Ambit-Ambie DPF;2004-2008;1968;4;D;103;13,19;140;22000
A3 Sportback 2.0 TDI 170CV Ambition/Ambiente;2004-2008;1968;4;D;125;13,19;170;23800
A3 Sportback 2.0 TDI Ambiente Quattro/Ambiente Q. DPF;2004-2008;1968;4;D;103;13,19;140;24800
A3 Sportback 2.0 TDI Ambition Quattro/Ambition Q. DPF;2004-2008;1968;4;D;103;13,19;140;24800
A3 Sportback 2.0 TDI 170CV Ambition/Ambiente Quattro/S-T;2004-2008;1968;4;D;125;13,19;170;25500
A3 Sportback 2.0 TDI Ambition S-T/Ambiente S-T;2004-2008;1968;4;D;103;13,19;140;23500
A3 Sportback 2.0 TDI Ambition DPF S-T/Ambiente DPF S-T;2004-2008;1968;4;D;103;13,19;140;24000
A3 Sportback 2.0 TDI Attraction/Attraction DPF;2004-2008;1968;4;D;103;13,19;140;20500
A3 Sportback 2.0 TDI Attraction 170;2004-2008;1968;4;D;125;13,19;170;22400
A3 Sportback 2.0 TDI Attraction Quattro/Attraction Q. DPF;2004-2008;1968;4;D;103;13,19;140;23400
A3 Sportback 2.0 TDI 170CV Attraction Quattro/S-T;2004-2008;1968;4;D;125;13,19;170;24300
A3 Sportback 2.0 TDI Attraction DPF S-T;2004-2008;1968;4;D;103;13,19;140;22500
A3 Sportback 2.0 TDI Attraction S-T;2004-2008;1968;4;D;103;13,19;140;22000
A3 Sportback 2.0 TDI limited Ed.;2004-2008;1968;4;D;103;13,19;140;20300
A3 Sportback 2.0 TDI limited Ed. 170;2004-2008;1968;4;D;125;13,19;170;21900
A3 Sportback 2.0 TDI limited Ed. DPF;2004-2008;1968;4;D;103;13,19;140;20800
A3 Sportback 2.0 TDI limited Ed. DPF S-T;2004-2008;1968;4;D;103;13,19;140;21300
A3 Sportback 2.0 TDI limited Ed. Q.;2004-2008;1968;4;D;103;13,19;140;22100
A3 Sportback 2.0 TDI limited Ed. Q. 170;2004-2008;1968;4;D;125;13,19;170;24600
A3 Sportback 2.0 TDI limited Ed. Q. DPF;2004-2008;1968;4;D;103;13,19;140;22600
A3 Sportback 2.0 TDI limited Ed. S-T;2004-2008;1968;4;D;103;13,19;140;22100
A3 Sportback 2.0 TDI limited Ed. 170 S-T;2004-2008;1968;4;D;125;13,19;170;23500
A3 Sportback 2.0 TDI Ambiente DPF (CO2 134);2008-2010;1968;4;D;103;13,19;140;23300
A3 Sportback 2.0 TDI Ambiente DPF;2008-2010;1968;4;D;103;13,19;140;23200
A3 Sportback 2.0 TDI Ambiente S-T DPF;2008-2010;1968;4;D;103;13,19;140;25000
A3 Sportback 2.0 TDI Ambiente Q. DPF;2008-2010;1968;4;D;103;13,19;140;25000
A3 Sportback 2.0 TDI Ambition DPF;2008-2010;1968;4;D;103;13,19;140;23400
A3 Sportback 2.0 TDI Ambition S-T DPF;2008-2010;1968;4;D;103;13,19;140;25100
A3 Sportback 2.0 TDI Ambition Q. DPF;2008-2010;1968;4;D;103;13,19;140;25100
A3 Sportback 2.0 TDI Attraction DPF;2008-2010;1968;4;D;103;13,19;140;21100
A3 Sportback 2.0 TDI Attraction S-T DPF;2008-2010;1968;4;D;103;13,19;140;22900
A3 Sportback 2.0 TDI Attraction Q. DPF;2008-2010;1968;4;D;103;13,19;140;22900
A3 Sportback 2.0 TDI Ambiente Q. 170 DPF;2008-2010;1968;4;D;125;13,19;170;26500
A3 Sportback 2.0 TDI Ambiente 170 DPF;2008-2010;1968;4;D;125;13,19;170;24700
A3 Sportback 2.0 TDI Ambiente S-T 170 DPF;2008-2010;1968;4;D;125;13,19;170;26500
A3 Sportback 2.0 TDI Ambition Q. 170 DPF;2008-2010;1968;4;D;125;13,19;170;26700
A3 Sportback 2.0 TDI Ambition 170 DPF;2008-2010;1968;4;D;125;13,19;170;24900
A3 Sportback 2.0 TDI Ambition S-T 170 DPF;2008-2010;1968;4;D;125;13,19;170;26700
A3 Sportback 2.0 TDI Attraction Q. 170 DPF;2008-2010;1968;4;D;125;13,19;170;24500
A3 Sportback 2.0 TDI Attraction 170 DPF;2008-2010;1968;4;D;125;13,19;170;22800
A3 B1065 2.0 TDI Attraction ST 170 DPF;2008-2010;1968;4;D;125;13,19;170;24500
A3 Sportback 2.0 TDI Ambition DPF (2010);2010-2012;1968;4;D;103;13,19;140;19600
A3 Sportback 2.0 TDI Attraction DPF (2010);2010-2012;1968;4;D;103;13,19;140;17800
A3 Sportback 2.0 TDI Ambiente;2010-2012;1968;4;D;103;13,19;140;23600
A3 Sportback 2.0 TDI Ambiente Quattro;2010-2012;1968;4;D;103;13,19;140;26300
A3 Sportback 2.0 TDI Ambiente S-T;2010-2012;1968;4;D;103;13,19;140;26300
A3 Sportback 2.0 TDI Ambition;2010-2012;1968;4;D;103;13,19;140;23700
A3 Sportback 2.0 TDI Ambition Quattro;2010-2012;1968;4;D;103;13,19;140;26400
A3 Sportback 2.0 TDI Ambition S-T;2010-2012;1968;4;D;103;13,19;140;26400
A3 Sportback 2.0 TDI Attraction;2010-2012;1968;4;D;103;13,19;140;21500
A3 Sportback 2.0 TDI Attraction Quattro;2010-2012;1968;4;D;103;13,19;140;24100
A3 Sportback 2.0 TDI Attraction S-T;2010-2012;1968;4;D;103;13,19;140;24100
A3 Sportback 2.0 TDI Genuine Edition;2010-2012;1968;4;D;103;13,19;140;21300
A3 Sportback 2.0 TDI Genuine Edition S-T;2010-2012;1968;4;D;103;13,19;140;23900
A3 Sportback 2.0 TDI Genuine Edition Quattro;2010-2012;1968;4;D;103;13,19;140;23900
A3 Sportback 2.0 TDI S Line Edition;2010-2012;1968;4;D;103;13,19;140;22500
A3 Sportback 2.0 TDI S Line Edition Quattro;2010-2012;1968;4;D;103;13,19;140;25600
A3 Sportback 2.0 TDI S Line Edition S-T;2010-2012;1968;4;D;103;13,19;140;25600
A3 Sportback 2.0 TDI Ambiente 170;2010-2012;1968;4;D;125;13,19;170;26000
A3 Sportback 2.0 TDI Ambiente Quattro 170;2010-2012;1968;4;D;125;13,19;170;27800
A3 Sportback 2.0 TDI Ambiente S-T 170;2010-2012;1968;4;D;125;13,19;170;27800
A3 Sportback 2.0 TDI Ambition 170;2010-2012;1968;4;D;125;13,19;170;26100
A3 Sportback 2.0 TDI Ambition Quattro170;2010-2012;1968;4;D;125;13,19;170;27900
A3 Sportback 2.0 TDI Ambition S-T 170;2010-2012;1968;4;D;125;13,19;170;27900
A3 Sportback 2.0 TDI Attraction 170;2010-2012;1968;4;D;125;13,19;170;24000
